"customerID","gender","tenure","PhoneService","MultipleProducts","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","UsingSocial","SupportMovies","TimeUsingProduct","PaperlessBilling","PaymentMethod","MonthlyCharges","WorkaroundIntensity","IsLeadUser"
"3946-MHCZW","Male",1,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Mailed check",50.9,50.9,"No"
"6651-AZVTJ","Male",49,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.8,4872.45,"No"
"4566-GOLUK","Male",47,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",107.35,5118.95,"No"
"2484-DGXPZ","Female",31,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.55,658.95,"No"
"4587-NUKOX","Female",3,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.1,246.5,"No"
"0420-BWTPW","Male",8,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.5,215.2,"No"
"8183-ONMXC","Female",2,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",80.75,159.45,"No"
"9614-RMGHA","Male",65,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",91.85,5940.85,"No"
"5054-IEXZT","Male",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",75.35,75.35,"No"
"5834-ASPWA","Male",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.45,75.45,"No"
"0701-RFGFI","Female",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.4,4613.95,"Yes"
"3948-XHGNA","Male",24,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",49.55,1210.4,"No"
"0565-IYCGT","Male",69,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",78.6,5356.45,"No"
"5445-UTODQ","Female",7,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",81.1,576.65,"No"
"1024-VRZHF","Male",11,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,825.7,"No"
"9497-QCMMS","Male",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.55,93.55,"No"
"0348-SDKOL","Female",58,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",102.1,5885.4,"No"
"4373-MAVJG","Female",14,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",90.9,1259,"No"
"8901-HJXTF","Female",12,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",29.2,309.1,"No"
"5419-KLXBN","Female",25,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",89.15,2257.75,"No"
"3424-NMNBO","Male",58,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",108.85,6287.25,"No"
"4514-GFCFI","Female",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.75,1350.15,"No"
"9828-AOQLM","Female",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.7,45.7,"No"
"8000-REIQB","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.95,69.95,"No"
"7615-ESMYF","Female",2,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",44.6,97.1,"No"
"3858-VOBET","Male",23,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,1710.45,"No"
"1447-PJGGA","Female",57,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",95.25,5464.65,"No"
"8565-CLBZW","Male",24,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",89.85,2165.05,"No"
"9139-WQQDY","Female",49,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Mailed check",100.45,4941.8,"No"
"0224-HJAPT","Male",5,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",47.15,223.15,"No"
"8086-OVPWV","Male",2,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.2,181.1,"No"
"9430-FRQOC","Female",4,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",87.1,341.45,"No"
"3074-GQWYX","Male",5,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",75.9,357.75,"No"
"6845-RGTYS","Female",47,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",98.75,4533.7,"No"
"8861-HGGKB","Female",10,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",86.45,830.85,"No"
"7065-YUNRY","Female",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.3,45.3,"No"
"7694-VLBWQ","Male",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",104.1,7040.85,"No"
"4795-KTRTH","Female",5,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",81,371.65,"No"
"6481-OGDOO","Male",67,"Yes","No","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Credit card (automatic)",90.6,6056.15,"No"
"3753-TSEMP","Female",15,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",88.15,1390.6,"No"
"8305-VHZBZ","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.2,20.2,"No"
"9172-JITSM","Female",26,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.8,2361.8,"No"
"6298-QDFNH","Male",22,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.35,1730.35,"No"
"9961-JBNMK","Male",21,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",96.8,2030.3,"No"
"2038-LLMLM","Female",48,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",103.85,4946.05,"Yes"
"6173-ITPWD","Male",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",83.35,4065,"No"
"9734-UYXQI","Female",2,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",49.4,106.55,"No"
"4138-NAXED","Male",51,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",81,4085.75,"Yes"
"2189-UXTKY","Female",22,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",79.2,1742.75,"No"
"0744-BIKKF","Male",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",86.65,6224.8,"Yes"
"4958-GZWIY","Male",7,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",48.7,340.25,"No"
"9079-LWTFD","Male",47,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","No","Mailed check",100.75,4669.2,"Yes"
"6356-ELRKD","Female",1,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.6,95.6,"No"
"8624-GIOUT","Female",49,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",59.75,2934.3,"No"
"3392-EHMNK","Female",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",94.1,6302.8,"Yes"
"6179-GJPSO","Female",43,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",108.15,4600.7,"No"
"3177-LASXD","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",71.35,71.35,"No"
"4897-QSUYC","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.15,20.15,"No"
"1084-UQCHV","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",69.75,69.75,"No"
"8290-YWKHZ","Female",32,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",93.2,2931,"No"
"2955-BJZHG","Male",17,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",80.85,1400.85,"No"
"3806-DXQOM","Female",4,"No","No phone service","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",33.65,137.85,"No"
"9300-RENDD","Male",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.95,79.95,"No"
"0761-AETCS","Female",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.3,19.3,"No"
"2153-MREFK","Female",37,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","Yes","Electronic check",99.2,3754.6,"No"
"3106-ULWFW","Female",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",85.2,627.4,"No"
"0925-VYDLG","Female",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.25,242,"No"
"4349-GFQHK","Male",1,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",54.35,54.35,"No"
"4139-DETXS","Female",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",64.45,4528,"Yes"
"7802-EFKNY","Male",5,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",24.95,100.4,"No"
"8035-BUYVG","Male",40,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Electronic check",42.35,1716.45,"No"
"9787-XVQIU","Male",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.3,75.3,"No"
"8945-MUQUF","Male",51,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","One year","Yes","Electronic check",94.8,4837.6,"No"
"8051-HJRLT","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.55,70.55,"No"
"6288-CHQJB","Female",54,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",69.95,3871.85,"Yes"
"3023-GFLBR","Female",33,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",86.15,2745.7,"No"
"0524-IAVZO","Female",30,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85,2624.25,"No"
"2737-YNGYW","Female",2,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",80.55,184.1,"No"
"5159-YFPKQ","Female",2,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",75.8,160.75,"No"
"4021-RQSNY","Male",29,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.5,3004.15,"No"
"9061-TIHDA","Male",13,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.25,1233.65,"No"
"8699-ASUFO","Male",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.4,527.9,"No"
"7927-AUXBZ","Female",30,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",85.15,2555.9,"No"
"4695-WJZUE","Female",2,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",88.55,179.25,"No"
"7619-ODSGN","Male",24,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",54.75,1338.15,"No"
"3988-RQIXO","Female",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",91.3,91.3,"No"
"2514-GINMM","Male",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.5,79.5,"No"
"5931-FLJJF","Male",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.1,467.55,"No"
"2659-VXMWZ","Male",67,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",111.3,7482.1,"No"
"3207-OYBWH","Male",57,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.25,5427.05,"No"
"4285-GYRQC","Female",7,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",86.25,587.1,"No"
"7216-EWTRS","Female",1,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.8,100.8,"No"
"8337-MSSXB","Female",14,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",86.3,1180.95,"No"
"2234-EOFPT","Male",72,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",79.35,5753.25,"Yes"
"8619-IJNDK","Female",71,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",64.05,4492.9,"Yes"
"8182-BJDSI","Female",28,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.95,2625.55,"No"
"2528-HFYZX","Male",17,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",76.45,1233.4,"No"
"2482-CZGBB","Male",10,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70,740,"No"
"3398-GCPMU","Female",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",89.55,6448.85,"Yes"
"0866-QLSIR","Female",34,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Mailed check",64.4,2088.75,"No"
"7181-BQYBV","Female",1,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",102.45,102.45,"No"
"6204-IEUXJ","Female",3,"Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)",80.1,217.55,"No"
"4529-CKBCL","Female",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.2,146.05,"No"
"2506-CLAKW","Female",6,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.15,567.45,"No"
"7176-WRTNX","Male",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.95,7711.25,"Yes"
"1583-IHQZE","Male",12,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",112.95,1384.75,"No"
"0151-ONTOV","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",70.9,70.9,"No"
"4140-MUHUG","Female",3,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",86.85,220.95,"No"
"0320-JDNQG","Male",23,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99.85,2331.3,"No"
"7180-PISOG","Male",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.5,74.5,"No"
"9168-INPSZ","Female",44,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check",104.15,4495.65,"Yes"
"3571-RFHAR","Male",65,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",109.15,6941.2,"No"
"9578-VRMNM","Female",16,"Yes","Yes","DSL","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",65.2,1043.35,"No"
"1587-FKLZB","Male",66,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.5,6822.15,"No"
"6140-QNRQQ","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",71.55,71.55,"No"
"4307-KTUMW","Male",53,"Yes","Yes","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",93.9,5029.2,"No"
"5440-FLBQG","Male",69,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",108.4,7318.2,"No"
"7470-MCQTK","Female",13,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",48.75,633.4,"No"
"7488-MXJIV","Female",4,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.65,321.65,"No"
"2027-FECZV","Male",12,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.7,1253.9,"No"
"2672-DZUOY","Male",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.15,25.15,"No"
"3870-MQAMG","Female",54,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",110.35,5893.15,"No"
"4800-CZMPC","Female",48,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",103.25,5037.55,"No"
"7377-DMMRI","Male",2,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",47.8,92.45,"No"
"8402-EIVQS","Male",67,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",100.9,6733.15,"Yes"
"1187-WILMM","Male",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",89.4,5597.65,"Yes"
"8949-JTMAY","Female",29,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.6,2933.2,"No"
"2774-LVQUS","Female",15,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",83.05,1258.3,"No"
"3211-ILJTT","Male",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",70.4,1214.05,"No"
"4612-THJBS","Female",56,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.75,5510.65,"No"
"4094-NSEDU","Female",21,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.25,1973.75,"No"
"5103-MHMHY","Female",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.95,45.95,"No"
"1846-XWOQN","Female",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.15,70.15,"No"
"0235-KGSLC","Female",1,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.55,85.55,"No"
"5498-IBWPI","Female",66,"Yes","No","DSL","No","No","No","Yes","No","No","One year","Yes","Credit card (automatic)",49.4,3251.85,"Yes"
"0013-SMEOE","Female",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.7,7904.25,"Yes"
"2884-GBPFB","Female",35,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.3,2416.55,"No"
"3757-NJYBX","Male",32,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",106.35,3520.75,"No"
"6161-ERDGD","Male",71,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",85.45,6300.85,"Yes"
"5136-KCKGI","Female",33,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Mailed check",103.7,3467,"No"
"3722-WPXTK","Male",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",88.35,88.35,"No"
"2929-ERCFZ","Female",8,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.2,777.3,"No"
"7548-SEPYI","Female",5,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.25,512.45,"No"
"8835-VSDSE","Female",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.7,141.45,"No"
"1623-NLDOT","Female",42,"No","No phone service","DSL","No","Yes","No","Yes","No","No","One year","No","Mailed check",33.55,1445.3,"No"
"9898-KZQDZ","Female",40,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.55,3640.45,"No"
"5236-PERKL","Female",57,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",112.95,6465,"No"
"7854-FOKSF","Male",1,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",35.9,35.9,"No"
"2519-FAKOD","Male",38,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.25,3777.15,"No"
"8263-JQAIK","Male",2,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",24.45,47.5,"No"
"7089-IVVAZ","Female",8,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",103.35,847.3,"No"
"2205-YMZZJ","Male",7,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.8,546.95,"No"
"1254-IZEYF","Female",31,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.95,3186.65,"No"
"9492-TOKRI","Female",18,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",90,1527.35,"No"
"9221-OTIVJ","Female",14,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.85,1531.4,"No"
"3325-FUYCG","Male",28,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","No","Electronic check",106.1,2847.4,"No"
"5908-QMGOE","Male",15,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.2,1133.9,"No"
"8481-YYXWG","Female",5,"Yes","No","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.35,461.7,"No"
"2609-IAICY","Female",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",77.15,77.15,"No"
"1740-CSDJP","Male",1,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",35.25,35.25,"No"
"2636-OHFMN","Male",4,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",48.55,201,"No"
"1323-OOEPC","Female",53,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.4,5149.5,"No"
"9135-MGVPY","Male",69,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",84.7,5878.9,"Yes"
"0397-GZBBC","Male",59,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",93.85,5574.75,"No"
"7641-EUYET","Male",46,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",100.7,4541.2,"No"
"9921-ZVRHG","Female",14,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",80.45,1072,"No"
"4701-MLJPN","Male",31,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check",55.25,1715.65,"No"
"9206-GVPEQ","Male",13,"No","No phone service","DSL","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",54.45,706.85,"No"
"1596-BBVTG","Male",35,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",75.35,2636.05,"No"
"8433-WXGNA","Male",2,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.7,189.2,"No"
"3707-GNWHM","Male",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",74.25,74.25,"No"
"8922-LIEGH","Female",25,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.7,2187.55,"No"
"8245-UMPYT","Female",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.4,1581.2,"No"
"5186-SAMNZ","Male",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.5,69.5,"No"
"5373-SFODM","Male",36,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",85.25,3132.75,"No"
"5766-ZJYBB","Male",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.4,19.4,"No"
"8931-GJJIQ","Female",9,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.3,803.3,"No"
"4277-PVRAN","Female",8,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",80.1,679.3,"No"
"0022-TCJCI","Male",45,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","One year","No","Credit card (automatic)",62.7,2791.5,"No"
"5397-NSKQG","Male",67,"No","No phone service","DSL","Yes","No","No","No","Yes","Yes","Two year","No","Credit card (automatic)",50.9,3281.65,"Yes"
"2000-DHJUY","Female",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",92.2,6474.45,"Yes"
